Customer ID,Recency,Frequency,Monetary,Gender,Location,Age
13025.0,731,1,233.39,Female,Bristol,70.0
13026.0,0,9,1581.06,Female,Lincoln,20.0
13028.0,22,2,509.96,Male,Swansea,15.0
13029.0,30,5,1906.3,Female,Newport,19.0
13030.0,10,2,965.81,Female,Bradford,55.0
13031.0,406,5,2892.44,Male,Cardiff,48.0
13032.0,51,9,2019.79,Male,Coventry,70.0
13033.0,356,2,190.55,Male,Plymouth,27.0
13034.0,54,3,789.54,Female,Liverpool,16.0
13035.0,73,3,1063.7,Male,Bath,30.0
13036.0,684,1,227.5,Male,Bradford,17.0
13038.0,79,3,758.86,Female,London,15.0
13039.0,583,4,846.13,Male,Exeter,52.0
13040.0,8,2,598.17,Male,Cambridge,62.0
13041.0,450,4,654.68,Male,Newport,44.0
13042.0,597,3,1228.48,Male,Milton Keynes,46.0
13043.0,272,1,320.82,Male,Leicester,20.0
13045.0,98,3,543.92,Female,Winchester,47.0
13046.0,30,3,803.91,Male,Gloucester,16.0
13049.0,63,4,1175.04,Male,Salford,70.0
13051.0,578,2,155.8,Male,Luton,49.0
13052.0,211,7,2402.47,Female,Luton,30.0
13053.0,621,1,78.55,Female,Exeter,54.0
13055.0,77,4,1820.57,Female,Exeter,35.0
13056.0,550,1,175.93,Male,Durham,49.0
13057.0,529,3,610.82,Female,Plymouth,32.0
13058.0,24,3,223.85,Female,Birmingham,22.0
13059.0,249,10,1817.39,Female,Luton,66.0
13060.0,253,1,307.53,Male,Glasgow,31.0
13061.0,71,1,215.61,Male,Worcester,18.0
13062.0,190,1,327.18,Male,Coventry,42.0
13063.0,480,1,155.7,Male,Newcastle upon Tyne,48.0
13064.0,12,6,1246.59,Female,Gloucester,63.0
13065.0,372,5,1065.69,Female,Oxford,46.0
13066.0,23,2,330.5,Female,Nottingham,40.0
13067.0,81,3,381.23,Male,Belfast,19.0
13068.0,9,2,344.0,Female,Liverpool,60.0
13070.0,191,4,634.7,Female,Cardiff,29.0
13071.0,611,1,101.87,Female,Liverpool,40.0
13072.0,266,1,126.75,Female,Lincoln,61.0
13073.0,410,2,319.73,Female,Edinburgh,53.0
13074.0,510,4,1264.74,Female,Leeds,26.0
13075.0,129,1,667.41,Male,Swansea,41.0
13076.0,457,1,87.95,Female,Preston,51.0
13077.0,0,11,2445.62,Male,Brighton,17.0
13079.0,74,3,274.78,Female,Plymouth,54.0
13080.0,178,4,249.47,Male,Southampton,65.0
13083.0,3,3,269.63,Male,Sunderland,37.0
13084.0,491,1,122.4,Male,Derby,51.0
13085.0,157,8,1892.6,Female,Reading,24.0
13086.0,382,1,410.34,Female,Newport,20.0
13087.0,725,1,308.6,Female,Manchester,15.0
13088.0,416,1,150.96,Female,Cambridge,34.0
13091.0,27,2,890.46,Female,Southampton,41.0
13092.0,70,12,1819.78,Female,Cardiff,35.0
13094.0,20,11,1762.56,Female,Cambridge,33.0
13095.0,70,1,74.4,Male,Milton Keynes,21.0
13099.0,98,1,207.36,Male,Reading,50.0
13101.0,233,4,638.4,Male,Manchester,39.0
13103.0,39,3,466.52,Male,Milton Keynes,49.0
13104.0,2,9,1627.74,Female,Hull,32.0
13106.0,132,2,561.26,Female,Derby,17.0
13108.0,372,2,913.36,Male,Milton Keynes,23.0
13109.0,59,3,860.98,Female,Milton Keynes,20.0
13110.0,30,12,2394.01,Female,Plymouth,49.0
13111.0,718,1,266.18,Male,Nottingham,54.0
13112.0,540,1,20.6,Male,Chelmsford,62.0
13114.0,730,1,218.48,Male,York,48.0
13116.0,137,1,371.36,Female,Salford,32.0
13118.0,19,8,1995.9,Male,Worcester,32.0
13119.0,668,1,109.7,Female,Sunderland,16.0
13120.0,238,1,30.6,Female,Wolverhampton,41.0
13121.0,268,1,254.78,Male,Belfast,36.0
13122.0,93,2,801.97,Male,Preston,17.0
13123.0,472,2,428.42,Male,Oxford,59.0
13125.0,523,1,128.42,Female,Milton Keynes,58.0
13127.0,77,1,234.17,Female,Liverpool,18.0
13128.0,630,1,263.5,Male,Newcastle upon Tyne,16.0
13129.0,451,2,198.3,Female,Manchester,42.0
13130.0,93,1,39.0,Male,Belfast,65.0
13131.0,22,7,2477.51,Female,Chelmsford,45.0
13132.0,261,1,62.0,Female,Oxford,61.0
13133.0,273,3,160.1,Female,Liverpool,63.0
13134.0,85,5,1937.2,Female,Reading,47.0
13138.0,21,7,1269.64,Female,Oxford,66.0
13140.0,107,5,947.83,Female,Gloucester,56.0
13142.0,18,1,257.09,Female,Newcastle upon Tyne,26.0
13143.0,584,1,352.0,Female,Bristol,20.0
13144.0,332,2,99.95,Female,Stoke-on-Trent,31.0
13145.0,39,6,1026.52,Male,Oxford,44.0
13146.0,25,1,210.88,Male,Luton,66.0
13147.0,9,4,712.8,Female,Milton Keynes,46.0
13149.0,13,4,1285.98,Female,Leicester,46.0
13150.0,483,3,449.97,Male,Southampton,21.0
13151.0,295,3,2018.06,Male,Leicester,62.0
13152.0,416,7,1776.7,Female,Nottingham,32.0
13153.0,5,1,172.14,Female,Gloucester,27.0
13154.0,398,3,1418.91,Male,Exeter,50.0
13155.0,32,6,1428.78,Male,Wolverhampton,31.0
13156.0,384,3,1309.95,Female,Aberdeen,59.0
13158.0,94,5,1226.02,Male,Coventry,32.0
13159.0,8,4,1265.94,Male,Sheffield,65.0
13160.0,21,1,91.8,Female,Gloucester,48.0
13161.0,312,2,390.98,Male,Aberdeen,45.0
13163.0,609,1,17.65,Male,Chelmsford,34.0
13164.0,568,2,372.2,Male,Winchester,21.0
13165.0,45,3,891.54,Female,York,31.0
13166.0,282,2,790.23,Male,Edinburgh,30.0
13167.0,18,5,929.52,Female,Newport,57.0
13168.0,35,5,1587.0,Female,Coventry,34.0
13169.0,63,3,615.18,Male,Derby,24.0
13170.0,26,1,110.06,Female,Newcastle upon Tyne,66.0
13171.0,21,3,335.51,Female,Oxford,45.0
13172.0,399,1,69.6,Female,Salford,30.0
13173.0,3,11,2188.29,Female,Aberdeen,29.0
13175.0,581,2,782.1,Female,Birmingham,17.0
13176.0,45,1,398.12,Female,Gloucester,56.0
13177.0,64,2,459.7,Female,Nottingham,44.0
13179.0,618,1,386.31,Male,Reading,33.0
13180.0,606,1,41.1,Female,Hull,58.0
13181.0,380,1,276.14,Female,Stoke-on-Trent,24.0
13182.0,44,1,101.14,Male,Liverpool,49.0
13184.0,14,9,1394.94,Male,Wolverhampton,20.0
13185.0,267,1,71.4,Female,Durham,33.0
13186.0,39,3,1284.63,Male,Nottingham,58.0
13187.0,336,4,281.0,Female,Bristol,47.0
13188.0,10,1,114.6,Male,Milton Keynes,63.0
13189.0,18,2,219.76,Female,Preston,15.0
13190.0,543,3,416.31,Female,Worcester,39.0
13191.0,657,1,139.57,Female,Leeds,34.0
13192.0,94,6,2137.31,Female,Bradford,59.0
13193.0,60,1,94.65,Female,Newcastle upon Tyne,16.0
13194.0,135,2,433.18,Male,Exeter,51.0
13195.0,413,1,139.82,Female,Preston,17.0
13196.0,10,7,2277.93,Male,Stoke-on-Trent,44.0
13197.0,609,1,325.35,Male,Leicester,24.0
13200.0,21,3,597.22,Male,Manchester,15.0
13201.0,501,4,1097.42,Female,Sunderland,17.0
13202.0,393,7,1467.72,Female,Edinburgh,22.0
13203.0,9,10,2102.72,Male,Brighton,52.0
13204.0,730,1,817.51,Male,Newcastle upon Tyne,39.0
13205.0,442,1,2803.2,Male,Leeds,53.0
13207.0,14,4,493.44,Female,Stoke-on-Trent,40.0
13208.0,58,8,1553.89,Male,Salford,69.0
13210.0,93,1,244.74,Male,Norwich,55.0
13211.0,9,10,2154.3,Male,London,47.0
13212.0,19,3,686.81,Male,Salford,21.0
13213.0,56,11,3050.14,Male,Cardiff,26.0
13214.0,417,7,2645.56,Male,Belfast,17.0
13216.0,267,1,333.74,Female,Sunderland,55.0
13217.0,121,3,342.44,Male,Preston,57.0
13218.0,126,1,32.64,Male,Lincoln,49.0
13219.0,617,1,35.91,Female,Brighton,57.0
13220.0,77,4,952.14,Male,Bristol,16.0
13221.0,239,2,724.63,Male,Winchester,58.0
13222.0,576,1,88.5,Male,London,66.0
13223.0,199,6,808.32,Male,Exeter,45.0
13224.0,59,2,1878.34,Male,Manchester,46.0
13226.0,272,2,237.96,Male,Salford,37.0
13227.0,201,1,218.7,Male,Luton,65.0
13228.0,80,1,358.0,Male,Nottingham,30.0
13229.0,225,1,113.4,Male,Exeter,50.0
13232.0,12,7,1111.65,Male,Nottingham,39.0
13233.0,73,4,971.97,Male,Luton,38.0
13234.0,672,2,296.92,Female,Glasgow,42.0
13235.0,211,1,774.72,Female,Cambridge,40.0
13236.0,23,2,587.23,Female,Salford,55.0
13237.0,387,1,604.2,Male,Reading,51.0
13238.0,16,6,814.75,Male,Gloucester,57.0
13239.0,261,5,1414.76,Female,Edinburgh,17.0
13240.0,95,8,1299.65,Male,Leeds,56.0
13241.0,411,1,93.78,Female,Lincoln,42.0
13242.0,111,7,560.3,Female,Nottingham,35.0
13243.0,202,5,1094.84,Male,Preston,64.0
13244.0,92,1,95.74,Female,Newport,40.0
13245.0,50,2,883.92,Female,Oxford,59.0
13246.0,17,11,2516.43,Female,Preston,53.0
13247.0,17,4,400.32,Female,Cardiff,55.0
13248.0,124,2,398.65,Male,Durham,48.0
13249.0,91,9,1409.76,Female,Leeds,25.0
13250.0,460,2,238.39,Female,Exeter,56.0
13251.0,401,1,201.68,Female,Coventry,51.0
13252.0,393,2,369.15,Female,Durham,62.0
13253.0,156,4,2382.26,Female,Gloucester,33.0
13254.0,375,1,38.81,Male,Winchester,22.0
13255.0,8,3,839.11,Male,Bath,38.0
13257.0,435,1,83.6,Female,Gloucester,30.0
13258.0,11,5,823.17,Male,Leeds,21.0
13259.0,61,9,1073.59,Female,Salford,32.0
13260.0,60,1,511.82,Male,Salford,60.0
13261.0,268,2,876.6,Female,Glasgow,48.0
13262.0,262,3,470.4,Female,Bradford,49.0
13264.0,442,1,676.78,Female,Edinburgh,27.0
13265.0,52,5,1880.14,Male,Plymouth,38.0
13268.0,17,10,2700.85,Female,Glasgow,54.0
13270.0,365,1,1180.0,Male,Chelmsford,20.0
13271.0,36,1,185.12,Male,Manchester,33.0
13272.0,30,2,245.76,Female,Gloucester,45.0
13273.0,112,1,128.78,Female,Edinburgh,44.0
13274.0,408,1,268.9,Female,Reading,22.0
13275.0,383,2,210.26,Male,Norwich,60.0
13276.0,63,5,1599.28,Female,Lincoln,65.0
13277.0,15,7,447.2,Male,Swansea,59.0
13278.0,40,4,1095.48,Male,Exeter,24.0
13279.0,77,1,105.2,Male,Worcester,20.0
13280.0,121,7,1910.38,Male,Chelmsford,37.0
13281.0,438,1,338.25,Female,London,38.0
13282.0,17,4,1163.89,Female,Lincoln,68.0
13283.0,59,4,339.86,Male,Milton Keynes,41.0
13284.0,330,1,136.19,Male,Liverpool,38.0
13285.0,22,6,2828.16,Male,Coventry,58.0
13286.0,599,1,600.18,Male,Southampton,29.0
13287.0,602,3,565.79,Female,Luton,50.0
13288.0,442,4,676.73,Female,Glasgow,65.0
13289.0,723,1,274.65,Female,Chelmsford,70.0
13291.0,155,11,2814.01,Male,Salford,47.0
13292.0,38,5,794.04,Female,Exeter,67.0
13293.0,391,6,1050.66,Female,Worcester,34.0
13294.0,189,3,1416.44,Female,Reading,21.0
13295.0,359,4,919.32,Female,Lincoln,23.0
13296.0,136,6,699.81,Female,Durham,19.0
13298.0,0,1,360.0,Female,Oxford,19.0
13299.0,267,3,948.35,Female,Hull,19.0
13300.0,168,3,930.97,Male,London,23.0
13301.0,103,4,492.59,Female,Bristol,17.0
13302.0,154,2,159.2,Male,Stoke-on-Trent,49.0
13303.0,399,1,23.47,Male,Durham,33.0
13304.0,350,4,1002.9,Male,Luton,54.0
13306.0,429,1,53.65,Female,Chelmsford,57.0
13307.0,119,2,215.7,Female,Plymouth,44.0
13308.0,22,4,1475.56,Male,Oxford,55.0
13309.0,6,6,1348.33,Female,Belfast,18.0
13310.0,27,5,1148.59,Male,Coventry,68.0
13311.0,3,2,553.74,Female,Durham,21.0
13312.0,450,1,118.8,Male,Salford,50.0
13313.0,21,12,2820.66,Female,Stoke-on-Trent,39.0
13314.0,1,3,669.4,Male,Salford,36.0
13315.0,688,1,293.76,Female,Aberdeen,65.0
13318.0,0,3,526.8,Female,Coventry,32.0
13320.0,77,6,1734.7,Male,Sunderland,32.0
13321.0,71,2,546.96,Male,Lincoln,65.0
13322.0,16,1,188.63,Male,Brighton,20.0
13323.0,2,5,578.45,Female,Liverpool,42.0
13325.0,81,1,492.8,Male,Luton,67.0
13326.0,431,1,205.8,Female,Edinburgh,26.0
13328.0,315,1,1196.28,Female,York,66.0
13330.0,92,6,2334.8,Male,Stoke-on-Trent,57.0
13331.0,401,1,232.4,Male,Southampton,46.0
13332.0,13,1,305.9,Male,Brighton,59.0
13333.0,410,3,872.77,Male,Bristol,55.0
13336.0,76,1,685.72,Female,Worcester,21.0
13337.0,545,1,1400.65,Female,Derby,45.0
13338.0,157,4,1996.61,Female,Gloucester,65.0
13339.0,200,1,698.41,Male,Southampton,33.0
13341.0,260,1,587.65,Male,Belfast,69.0
13343.0,177,1,211.33,Male,Derby,60.0
13344.0,67,3,2014.63,Male,Plymouth,47.0
13345.0,287,1,271.7,Male,Winchester,27.0
13346.0,462,6,299.4,Female,Chelmsford,42.0
13347.0,69,1,152.76,Female,Chelmsford,44.0
13348.0,63,1,218.76,Female,Milton Keynes,24.0
13349.0,10,1,141.0,Male,Luton,32.0
13350.0,15,2,687.38,Male,Coventry,65.0
13351.0,65,1,248.85,Male,Newcastle upon Tyne,60.0
13352.0,59,1,313.18,Male,Milton Keynes,46.0
13354.0,70,1,612.97,Male,Reading,26.0
13355.0,121,1,612.4,Female,Nottingham,33.0
13356.0,79,1,647.75,Female,Sunderland,21.0
13357.0,256,5,3010.06,Female,Preston,15.0
13358.0,268,1,329.05,Male,Bristol,42.0
13359.0,63,2,737.81,Male,Oxford,39.0
13360.0,431,4,1113.35,Male,Oxford,59.0
13361.0,471,2,1148.25,Male,Birmingham,18.0
13363.0,17,3,1272.21,Male,Hull,44.0
13364.0,70,1,119.96,Male,Southampton,35.0
13365.0,33,2,1756.15,Male,Plymouth,22.0
13366.0,49,1,56.16,Female,Chelmsford,46.0
13367.0,431,1,309.0,Female,Leeds,68.0
13368.0,256,4,903.52,Female,Belfast,18.0
13369.0,365,1,455.96,Male,Sunderland,67.0
13370.0,371,1,1238.12,Female,Preston,55.0
13371.0,504,2,1867.68,Male,Swansea,29.0
13372.0,89,1,227.32,Female,Swansea,30.0
13374.0,414,2,221.7,Male,Wolverhampton,30.0
13375.0,88,2,1296.21,Female,Lincoln,23.0
13376.0,98,3,705.66,Female,Swansea,20.0
13377.0,396,2,1148.58,Male,Newcastle upon Tyne,36.0
13379.0,25,3,452.32,Male,Leeds,44.0
13380.0,432,1,62.4,Female,Reading,23.0
13382.0,280,5,1152.63,Male,Nottingham,43.0
13383.0,543,1,305.28,Male,Cardiff,33.0
13385.0,329,1,457.38,Female,Leicester,28.0
13386.0,413,2,731.96,Female,Chelmsford,29.0
13387.0,416,1,147.39,Female,Cambridge,21.0
13388.0,130,3,1041.86,Female,Belfast,48.0
13389.0,10,3,677.78,Female,Aberdeen,24.0
13390.0,74,1,469.08,Female,Worcester,58.0
13391.0,203,1,59.8,Male,Sunderland,30.0
13392.0,676,1,80.94,Female,Oxford,33.0
13393.0,583,4,822.38,Female,Gloucester,53.0
13395.0,184,3,951.77,Female,Hull,67.0
13396.0,28,2,1235.95,Female,Exeter,34.0
13397.0,72,10,2583.01,Female,Wolverhampton,21.0
13398.0,191,2,493.28,Male,Sheffield,46.0
13399.0,463,3,216.9,Male,Newport,31.0
13400.0,582,1,268.23,Female,Aberdeen,42.0
13402.0,126,4,1186.94,Female,Durham,63.0
13403.0,17,3,214.5,Female,Edinburgh,57.0
13404.0,0,2,205.15,Female,Salford,67.0
13405.0,203,5,964.27,Female,Belfast,22.0
13406.0,426,1,428.76,Female,Reading,44.0
13407.0,578,3,1915.36,Male,Durham,18.0
13410.0,23,9,1683.32,Female,Milton Keynes,63.0
13411.0,106,1,210.6,Male,Winchester,53.0
13412.0,619,1,405.2,Female,Bristol,20.0
13413.0,639,6,397.25,Male,Cardiff,16.0
13414.0,133,6,2247.96,Female,Durham,42.0
13415.0,472,4,565.38,Female,Coventry,48.0
13416.0,43,3,693.0,Male,Brighton,70.0
13417.0,4,6,1320.49,Female,Newport,24.0
13419.0,63,1,186.5,Female,Derby,34.0
13420.0,149,2,87.6,Male,Swansea,25.0
13422.0,63,1,2244.14,Male,Reading,41.0
13423.0,428,1,182.23,Female,Glasgow,64.0
13424.0,449,1,449.69,Male,Brighton,17.0
13425.0,107,5,2885.96,Male,Hull,38.0
13427.0,18,6,868.01,Male,Luton,25.0
13428.0,9,3,417.02,Female,Belfast,59.0
13429.0,10,4,747.2,Male,Manchester,48.0
13430.0,18,2,559.1,Female,Newcastle upon Tyne,21.0
13431.0,66,8,2350.79,Female,Oxford,67.0
13432.0,570,2,364.75,Female,Edinburgh,24.0
13433.0,500,4,552.18,Male,Hull,69.0
13434.0,73,5,1192.68,Female,Gloucester,63.0
13436.0,1,1,152.4,Male,Aberdeen,20.0
13437.0,13,7,2882.36,Female,Swansea,41.0
13438.0,546,1,46.5,Female,Hull,57.0
13439.0,254,3,879.34,Female,Hull,54.0
13440.0,422,7,1167.15,Male,Swansea,17.0
13441.0,91,2,582.54,Female,Newcastle upon Tyne,15.0
13442.0,666,3,404.48,Female,Coventry,18.0
13443.0,448,6,1003.47,Male,Plymouth,67.0
13444.0,373,2,474.33,Female,Wolverhampton,44.0
13445.0,625,1,241.9,Female,Gloucester,54.0
13446.0,429,11,2846.42,Male,Norwich,45.0
13447.0,22,3,991.34,Male,Manchester,32.0
13449.0,23,1,267.04,Female,Newport,21.0
13452.0,270,2,434.8,Female,Nottingham,18.0
13453.0,165,3,662.51,Male,Reading,70.0
13454.0,640,1,145.35,Male,Sunderland,48.0
13455.0,24,6,2373.5,Male,Stoke-on-Trent,28.0
13456.0,17,6,1301.84,Female,Luton,17.0
13457.0,688,2,148.22,Female,Liverpool,55.0
13459.0,624,2,892.93,Female,Newport,62.0
13460.0,28,2,115.26,Male,London,34.0
13461.0,38,6,3011.5,Male,Reading,56.0
13462.0,252,5,912.96,Male,Liverpool,27.0
13464.0,57,6,2573.86,Male,Newcastle upon Tyne,34.0
13465.0,445,2,849.07,Female,Cardiff,64.0
13466.0,183,5,777.53,Female,Milton Keynes,39.0
13467.0,10,2,1035.33,Male,Leeds,48.0
13469.0,652,1,65.9,Female,Oxford,22.0
13470.0,98,2,82.5,Male,Leicester,66.0
13471.0,0,4,1982.59,Male,Durham,40.0
13472.0,463,2,474.35,Male,Brighton,21.0
13473.0,60,8,1993.18,Male,Gloucester,33.0
13474.0,235,3,456.39,Female,Aberdeen,50.0
13475.0,190,4,1156.23,Female,Stoke-on-Trent,31.0
13476.0,178,5,1608.12,Female,Brighton,65.0
13477.0,37,11,2173.64,Female,Worcester,61.0
13478.0,468,5,1838.46,Male,York,53.0
13479.0,200,4,720.75,Male,York,32.0
